device_id,media_owner,name,venue_type,direction_name,lat,lng,face_count,city,state_abbr,zip,country,cpm,dma_name,cbsa_name,us_county,content_width,content_height,ad_play_duration,video_supported,audio_supported,last_request,closest_poi_distance_miles,closest_poi_name,pois_within_radius,image_url,audience_index_dma,audience_index_national
964982,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:44:16.747Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965235,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:21:14.785Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965292,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:06:57.480Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965554,Constant Media,Revive Medical Spa,Doctors Office,,36.123444,-94.1386219,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:15:14.303Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
965578,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:49.786Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965729,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:31.433Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965736,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:24:59.250Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
965757,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:42.450Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965822,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:33:50.247Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965831,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:36.452Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
965893,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:44:58.115Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966022,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:20:23.852Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966045,Constant Media,Advanced Dermatology and Skin Cancer Center Bella Vista,Doctors Office,,36.4234207,-94.2213736,1,Bella Vista,Arkansas,72714,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-23T16:51:12.083Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966066,Constant Media,NORTHWEST ARKANSAS INTERNAL MEDICINE,Doctors Office,,36.3163797,-94.1892035,1,Rogers,Arkansas,72758,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1080,1920,15,Y,Y,2026-06-23T16:18:48.643Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
966195,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:37.921Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966346,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:33:06.250Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966438,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:20:04.510Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966477,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:52:37.252Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966564,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:23:09.652Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966597,Constant Media,NORTHWEST ARKANSAS INTERNAL MEDICINE,Doctors Office,,36.3163797,-94.1892035,1,Rogers,Arkansas,72758,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1080,1920,15,Y,Y,2026-06-23T16:10:45.135Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
966673,Constant Media,Revive Medical Spa,Doctors Office,,36.123444,-94.1386219,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:49:34.287Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
966692,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:52:52.263Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966740,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:26:40.640Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966799,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:04:19.792Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966887,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:48:57.254Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
966974,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:42.758Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
967160,Constant Media,Advanced Dermatology and Skin Cancer Center Bella Vista,Doctors Office,,36.4234207,-94.2213736,1,Bella Vista,Arkansas,72714,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1080,1920,15,Y,Y,2026-06-23T16:26:23.850Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
967238,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:24:57.832Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
967372,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:44:50.439Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
967518,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:53:16.004Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
967554,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:24:25.156Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
967602,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:41:26.453Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
967866,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:10:57.351Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
967946,Constant Media,Revive Medical Spa,Doctors Office,,36.123444,-94.1386219,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:27:09.914Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
967975,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:48:27.923Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968145,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:21.478Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968304,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:27:05.302Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968326,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:05:45.578Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968373,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:43:37.522Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968414,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:52:06.548Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968556,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:01:33.072Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968617,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:13:41.693Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968757,Constant Media,Advanced Dermatology and Skin Cancer Center Bella Vista,Doctors Office,,36.4234207,-94.2213736,1,Bella Vista,Arkansas,72714,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-23T16:51:08.752Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
968820,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:18:00.116Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
968940,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:52:41.626Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969054,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:45:06.132Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969415,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:40.319Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969509,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:52:21.288Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969747,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:47.949Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969842,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:06:33.320Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969915,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:51:12.654Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
969944,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:52.543Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
1185810,Adkom (Blip),AR-123703,Digital Billboard,East,36.336066,-94.210464,1,Bentonville,Arkansas,72712,United States,9.420289855,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1200,400,8,N,N,2026-06-23T16:15:20.597Z,,,0,https://content.adomni.com/188eea1b34fbSbQ3p7LnS1ZAxtsmP2kEg_7GZF9TzAXwLekYbe_original.jpeg,,
1208404,Octopus Media,72703,Taxi / Rideshare Interior,,36.118332,-94.043243,1,Fayetteville,Arkansas,72703,United States,21.73913043,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T14:40:08.801Z,,,0,https://content.adomni.com/YJc5rcsQ4pCSSfCzP-hBvoq7x3XQTc8dNNnl4hYg41ijUZuKMC_original.jpg,,
1208740,Octopus Media,72768,Taxi / Rideshare Interior,,36.478322,-94.498595,1,Sulphur Springs,Arkansas,72768,United States,21.73913043,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-22T06:54:57.689Z,,,0,https://content.adomni.com/YJc5rcsQ4pCSSfCzP-hBvoq7x3XQTc8dNNnl4hYg41ijUZuKMC_original.jpg,,
1209785,Octopus Media,72732,Taxi / Rideshare Interior,,36.432516,-93.959444,1,Garfield,Arkansas,72732,United States,21.73913043,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-22T00:03:42.575Z,,,0,https://content.adomni.com/YJc5rcsQ4pCSSfCzP-hBvoq7x3XQTc8dNNnl4hYg41ijUZuKMC_original.jpg,,
1211093,Octopus Media,72739,Taxi / Rideshare Interior,,36.423561,-94.327702,1,Gravette,Arkansas,72739,United States,21.73913043,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-22T17:35:37.686Z,,,0,https://content.adomni.com/YJc5rcsQ4pCSSfCzP-hBvoq7x3XQTc8dNNnl4hYg41ijUZuKMC_original.jpg,,
